Tag	Gname	PromoterID	CTRL1	CTRL2	CTRL.mean	A1	A2	A.mean	relative_activity_diff	p_value
Up	Hspd1	11909	0.849765258215962	0.865	0.857382629107981	0.694444444444445	0.615789473684211	0.655116959064328	-0.202265670043653	0.000942014425955627
Up	Hspd1	11910	0.150234741784038	0.135	0.142617370892019	0.305555555555555	0.38421052631579	0.344883040935672	0.202265670043653	0.000942014425955604
Down	Il11ra1	12212	0.732758620689655	0.742857142857143	0.737807881773399	0.90625	0.854838709677419	0.88054435483871	0.142736473065311	0.000702969552372826
Down	Il11ra1	12213	0.267241379310345	0.257142857142857	0.262192118226601	0.0937500000000001	0.145161290322581	0.11945564516129	-0.142736473065311	0.000702969552372814
Up	Klhl22	13447	0.0769230769230771	0.102040816326531	0.0894819466248039	0.157894736842105	0.305555555555556	0.23172514619883	0.142243199574027	0.0302226219513305
Up	Ktn1	13703	0	0.0547945205479452	0.0273972602739726	0.192307692307692	0.323809523809523	0.258058608058608	0.230661347784635	0.00496387148364674
Up	Lig3	14009	0.339622641509433	0.338235294117647	0.33892896781354	0.549019607843137	0.490566037735849	0.519792822789493	0.180863854975953	0.000429843720989862
Up	Lig3	14013	0.660377358490567	0.661764705882353	0.66107103218646	0.450980392156863	0.509433962264151	0.480207177210507	-0.180863854975953	0.000429843720989856
Down	Lmo7	14171	0.521891418563922	0.474662162162163	0.498276790363042	0.368421052631579	0.378854625550661	0.37363783909112	-0.124638951271922	0.00087079785527863
Up	LOC103690031	17849	0.130434782608695	0.136363636363636	0.133399209486166	0.0256410256410256	0.0634920634920635	0.0445665445665446	-0.0888326649196213	0.00130396170468792
Up	LOC103690031	17850	0.173913043478261	0.196969696969697	0.185441370223979	0.153846153846154	0.23015873015873	0.192002442002442	0.00656107177846349	0.789718868567389
Up	LOC103690031	17851	0.369565217391304	0.318181818181817	0.343873517786561	0.153846153846154	0.166666666666667	0.16025641025641	-0.18361710753015	0.000275470684736801
Up	LOC103690031	17852	0.32608695652174	0.348484848484849	0.337285902503295	0.666666666666666	0.539682539682539	0.603174603174603	0.265888700671308	0.00203180753121201
Up	LOC103694460	18619	0.721518987341772	0.754237288135593	0.737878137738683	0.575757575757576	0.59375	0.584753787878788	-0.153124349859895	0.000142580038486071
Up	LOC103694460	18620	0.278481012658228	0.245762711864407	0.262121862261317	0.424242424242424	0.40625	0.415246212121212	0.153124349859895	0.000142580038486076
Down	LOC120101889	26761	0.0204081632653061	0.00952380952380953	0.0149659863945578	0	0.0175438596491228	0.00877192982456139	-0.00619405656999641	0.3573685712578
Down	LOC120101889	26762	0.271428571428571	0.260317460317461	0.265873015873016	0.430939226519336	0.366228070175439	0.398583648347388	0.132710632474371	0.00219005438037341
Down	LOC120101889	26763	0.708163265306122	0.73015873015873	0.719160997732426	0.569060773480664	0.616228070175438	0.592644421828051	-0.126516575904375	0.00108870666603201
Up	LOC120102230	27004	0.166666666666667	0	0.0833333333333333	0.416666666666667	0.5	0.458333333333333	0.375	0.00222605007887179
Up	LOC120102230	27005	0.833333333333333	1	0.916666666666667	0.583333333333333	0.5	0.541666666666667	-0.375	0.00222605007887179
Up	Lpgat1	28909	0.526315789473684	0.619047619047619	0.572681704260652	0.260869565217392	0.2	0.230434782608696	-0.342246921651956	0.000434125222617292
Up	Lpgat1	28910	0.473684210526316	0.380952380952381	0.427318295739348	0.739130434782608	0.8	0.769565217391304	0.342246921651955	0.000434125222617287
Down	Lrrc32	29043	0.529411764705882	0.482758620689655	0.506085192697769	0.0701754385964912	0.137614678899082	0.103895058747787	-0.402190133949982	7.03764688262701e-05
Down	Lrrc32	29044	0.470588235294118	0.517241379310345	0.493914807302231	0.929824561403509	0.862385321100918	0.896104941252213	0.402190133949982	7.03764688262714e-05
Up	Ltn1	29219	0.348837209302326	0.34	0.344418604651163	0.565217391304348	0.627659574468086	0.596438482886217	0.252019878235054	0.000157844128717431
Up	Ltn1	29220	0.651162790697674	0.660000000000001	0.655581395348837	0.434782608695652	0.372340425531914	0.403561517113783	-0.252019878235054	0.000157844128717432
Up	Macir	29364	0.791666666666667	0.470588235294118	0.631127450980392	0.333333333333333	0.517241379310345	0.425287356321839	-0.205840094658553	0.126240202078517
Up	Macir	29365	0.208333333333333	0.529411764705882	0.368872549019608	0.666666666666667	0.482758620689655	0.574712643678161	0.205840094658553	0.126240202078517
Switching	Map1b	29507	0.40625	0.409090909090909	0.407670454545454	0	0.0857142857142858	0.0428571428571429	-0.364813311688311	0.000123439750573524
Switching	Map1b	29508	0.59375	0.590909090909091	0.592329545454546	1	0.914285714285714	0.957142857142857	0.364813311688311	0.000123439750573525
Up	Map3k8	29562	0.615384615384615	0.708333333333333	0.661858974358974	0.454545454545454	0.324324324324325	0.389434889434889	-0.272424084924085	0.0041327110220965
Up	Map3k8	29563	0.384615384615385	0.291666666666667	0.338141025641026	0.545454545454546	0.675675675675675	0.610565110565111	0.272424084924085	0.00413271102209649
Up	Mast2	29695	0.214285714285714	0.25	0.232142857142857	0.600000000000001	0.684210526315789	0.642105263157895	0.409962406015038	0.000100467908268602
Up	Mast2	29697	0.785714285714286	0.75	0.767857142857143	0.399999999999999	0.315789473684211	0.357894736842105	-0.409962406015038	0.000100467908268603
Switching	Mdc1	29865	0.727272727272727	0.777777777777778	0.752525252525252	0.333333333333333	0.3125	0.322916666666667	-0.429608585858586	1.08002054150584e-05
Switching	Mdc1	29866	0.272727272727273	0.222222222222222	0.247474747474748	0.666666666666667	0.6875	0.677083333333333	0.429608585858586	1.08002054150584e-05
Up	Mdm2	29888	0.627450980392157	0.612903225806452	0.620177103099304	0.764227642276423	0.746543778801844	0.755385710539134	0.135208607439829	3.37392428542296e-05
Up	Mdm2	29890	0.372549019607843	0.387096774193548	0.379822896900696	0.235772357723577	0.253456221198156	0.244614289460867	-0.135208607439829	3.37392428542258e-05
Up	Mia2	30208	0.428571428571429	0.482758620689655	0.455665024630542	0.214285714285715	0.24390243902439	0.229094076655053	-0.22657094797549	0.000220741073860414
Up	Mia2	30209	0.0714285714285714	0.0344827586206896	0.0529556650246305	0.107142857142857	0.219512195121951	0.163327526132404	0.110371861107774	0.0319059725857418
Up	Mia2	30211	0.499999999999999	0.482758620689655	0.491379310344827	0.678571428571428	0.536585365853658	0.607578397212543	0.116199086867716	0.0481064475060358
Switching	Mis12	30771	0.675	0.68	0.6775	0.423076923076924	0.422222222222223	0.422649572649573	-0.254850427350427	6.53805580708322e-09
Switching	Mis12	30772	0.325	0.32	0.3225	0.576923076923076	0.577777777777777	0.577350427350427	0.254850427350427	6.53805580708266e-09
Down	Mtmr12	31399	0.333333333333333	0.426229508196721	0.379781420765027	0.0714285714285714	0.0888888888888889	0.0801587301587302	-0.299622690606297	0.000390838830446759
Switching	Mxi1	31499	0.727272727272727	0.774193548387097	0.750733137829912	0.0909090909090909	0.375	0.232954545454545	-0.517778592375367	0.0033826536550294
Switching	Mxi1	31500	0.272727272727273	0.225806451612903	0.249266862170088	0.909090909090909	0.625	0.767045454545455	0.517778592375367	0.00338265365502941
Switching	Myo10	31595	0.761904761904762	0.791666666666666	0.776785714285714	1	0.914285714285714	0.957142857142857	0.180357142857143	0.00233140035806997
Switching	Myo10	31600	0.238095238095238	0.208333333333334	0.223214285714286	0	0.0857142857142858	0.0428571428571429	-0.180357142857143	0.00233140035806993
Up	Myo18a	31608	0.074074074074074	0.0434782608695651	0.0587761674718195	0.281249999999999	0.26	0.270625	0.21184883252818	3.91589489762841e-05
Down	Ncor1	31935	0.870967741935484	0.82	0.845483870967742	1	1	1	0.154516129032258	0.000464803266343337
Down	Ncor1	31938	0.129032258064516	0.18	0.154516129032258	0	0	0	-0.154516129032258	0.000464803266343338
Switching	Nfatc1	32202	0.333333333333334	0.431034482758621	0.382183908045978	0.128205128205128	0.0684931506849316	0.0983491394450299	-0.283834768600948	0.00101046226933541
Switching	Nfatc1	32203	0.666666666666666	0.568965517241379	0.617816091954022	0.871794871794872	0.931506849315068	0.90165086055497	0.283834768600948	0.00101046226933539
Down	Nfkbil1	32252	0.648648648648649	0.612244897959184	0.630446773303916	0.444444444444444	0.484848484848485	0.464646464646465	-0.165800308657452	0.000454818076716217
Down	Nfkbil1	32253	0.351351351351351	0.387755102040816	0.369553226696084	0.555555555555555	0.515151515151515	0.535353535353535	0.165800308657452	0.000454818076716224
Up	Nr4a1	32848	0.25	0.212121212121212	0.231060606060606	0.0173913043478261	0.0894941634241245	0.0534427338859753	-0.177617872174631	0.00164528312792693
Up	Nr4a1	32850	0.75	0.787878787878788	0.768939393939394	0.982608695652174	0.910505836575875	0.946557266114025	0.177617872174631	0.001645283127927
Up	Orc4	34654	0.0178571428571429	0	0.00892857142857143	0.125	0.130434782608696	0.127717391304348	0.118788819875776	2.50579004990102e-05
Up	Pak1	34921	0.644859813084112	0.571428571428572	0.608144192256342	0.796875	0.79646017699115	0.796667588495575	0.188523396239233	0.000883347038178379
Up	Pak1	34924	0.280373831775701	0.380952380952381	0.330663106364041	0.203125	0.15929203539823	0.181208517699115	-0.149454588664926	0.00917954369071758
Up	Park7	35013	0.755555555555555	0.747474747474748	0.751515151515151	0.476744186046512	0.545454545454546	0.511099365750529	-0.240415785764623	0.000273046576524718
Up	Park7	35014	0.244444444444445	0.252525252525252	0.248484848484849	0.523255813953488	0.454545454545454	0.488900634249471	0.240415785764623	0.000273046576524721
Switching	Pbrm1	35102	0.722222222222222	0.658536585365853	0.690379403794037	0.285714285714286	0.457142857142858	0.371428571428572	-0.318950832365466	0.00378520948349424
Switching	Pbrm1	35103	0.277777777777778	0.341463414634147	0.309620596205963	0.714285714285714	0.542857142857142	0.628571428571428	0.318950832365466	0.00378520948349426
Up	Pc	35112	0.5	0.625	0.5625	0.142857142857143	0.222222222222223	0.182539682539683	-0.379960317460317	0.000884888921382463
Up	Pc	35115	0.5	0.375	0.4375	0.857142857142857	0.777777777777777	0.817460317460317	0.379960317460317	0.000884888921382466
Down	Pdgfra	35401	0.210084033613446	0.258503401360544	0.234293717486995	0.139534883720931	0.211538461538461	0.175536672629696	-0.0587570448572989	0.0788800677585584
Down	Pdgfra	35403	0.11764705882353	0.176870748299319	0.147258903561425	0.441860465116279	0.134615384615384	0.288237924865831	0.140979021304407	0.193599110416188
Down	Pdgfra	35404	0.336134453781512	0.258503401360544	0.297318927571028	0.348837209302326	0.471153846153846	0.409995527728086	0.112676600157058	0.0544171009557284
Down	Pdgfra	35405	0.336134453781512	0.306122448979592	0.321128451380552	0.0697674418604651	0.182692307692308	0.126229874776387	-0.194898576604166	0.0044554842606127
Up	Pigq	35853	0.868852459016394	0.931034482758621	0.899943470887507	0.718750000000001	0.6875	0.703125	-0.196818470887507	0.000608422382174878
Up	Pigq	35854	0.131147540983607	0.0689655172413794	0.100056529112493	0.281249999999999	0.3125	0.296875	0.196818470887507	0.000608422382174872
Up	Pnpla6	36412	0.909090909090909	0.583333333333333	0.746212121212121	0.111111111111111	0.416666666666667	0.263888888888889	-0.482323232323232	0.0201052401200095
Up	Pnpla6	36413	0.090909090909091	0.416666666666667	0.253787878787879	0.888888888888889	0.583333333333333	0.736111111111111	0.482323232323232	0.0201052401200095
Up	Ppp2r3c	36807	0.909090909090909	0.928571428571428	0.918831168831169	0.75	0.76595744680851	0.757978723404255	-0.160852445426914	2.46913799933452e-05
Up	Ppp2r3c	36808	0.0909090909090909	0.0714285714285715	0.0811688311688312	0.25	0.23404255319149	0.242021276595745	0.160852445426914	2.46913799933466e-05
Switching	Pprc1	36848	0.736842105263158	0.96	0.848421052631579	0.388888888888888	0.5	0.444444444444444	-0.403976608187135	0.00494840190958026
Switching	Pprc1	36849	0.263157894736842	0.04	0.151578947368421	0.611111111111112	0.5	0.555555555555556	0.403976608187135	0.0049484019095803
Down	Prr3	37213	0.597014925373134	0.625000000000001	0.611007462686567	0.400000000000001	0.456140350877192	0.428070175438596	-0.182937287247971	0.000540254798657368
Down	Prr3	37214	0.402985074626866	0.374999999999999	0.388992537313433	0.599999999999999	0.543859649122808	0.571929824561404	0.182937287247971	0.000540254798657377
Down	Rcor2	38383	0.170731707317073	0.166666666666667	0.16869918699187	0.399999999999999	0.363636363636364	0.381818181818182	0.213118994826312	3.56186767304044e-05
Down	Rcor2	38384	0.829268292682927	0.833333333333333	0.83130081300813	0.600000000000001	0.636363636363636	0.618181818181818	-0.213118994826312	3.5618676730403e-05
Switching	RGD1561277	38914	0.65	0.714285714285714	0.682142857142857	0.266666666666666	0.352941176470588	0.309803921568627	-0.37233893557423	0.000277501644489226
Switching	RGD1561277	38915	0.35	0.285714285714286	0.317857142857143	0.733333333333334	0.647058823529411	0.690196078431373	0.372338935574229	0.000277501644489231
Up	Rnf44	39812	0.911764705882353	0.948717948717949	0.930241327300151	0.821428571428572	0.75609756097561	0.788763066202091	-0.14147826109806	0.00284173617516543
Up	Rnf44	39814	0.088235294117647	0.0512820512820513	0.0697586726998491	0.178571428571428	0.24390243902439	0.211236933797909	0.14147826109806	0.00284173617516539
Switching	Sbno2	40516	0.447368421052632	0.490909090909091	0.469138755980862	0.342857142857142	0.514285714285714	0.428571428571428	-0.0405673274094333	0.47136577189075
Switching	Sbno2	40517	0.184210526315789	0.109090909090909	0.146650717703349	0.0571428571428571	0.0142857142857143	0.0357142857142857	-0.110936431989063	0.0113035277625585
Switching	Sbno2	40519	0.368421052631579	0.4	0.384210526315789	0.600000000000001	0.471428571428572	0.535714285714286	0.151503759398497	0.0166198442653407
Up	Scmh1	40605	0.377777777777778	0.361111111111111	0.369444444444444	0.214285714285714	0.164556962025316	0.189421338155515	-0.180023106288929	0.000286526291108152
Up	Scmh1	40606	0.622222222222222	0.63888888888889	0.630555555555556	0.785714285714286	0.835443037974684	0.810578661844485	0.180023106288929	0.000286526291108136
Down	Septin9	40912	0.548717948717949	0.509803921568628	0.529260935143288	0.931506849315069	0.846560846560847	0.889033847937958	0.35977291279467	0.000182648162166795
Down	Septin9	40913	0.451282051282051	0.490196078431373	0.470739064856712	0.0684931506849314	0.153439153439153	0.110966152062042	-0.35977291279467	0.000182648162166794
Switching	Sh3d19	41223	0.85	0.764705882352941	0.807352941176471	0.555555555555555	0.461538461538462	0.508547008547009	-0.298805932629462	0.00123116751774877
Switching	Sh3d19	41224	0.15	0.235294117647059	0.192647058823529	0.444444444444444	0.538461538461538	0.491452991452991	0.298805932629462	0.00123116751774874
Up	Slc20a2	41612	0.313725490196078	0.333333333333333	0.323529411764706	0.621621621621622	0.454545454545454	0.538083538083538	0.214554126318832	0.0115272325258468
Up	Slc20a2	41617	0.686274509803922	0.666666666666667	0.676470588235294	0.378378378378378	0.545454545454546	0.461916461916462	-0.214554126318832	0.0115272325258468
Up	Slc26a11	41747	0.535714285714287	0.588235294117647	0.561974789915967	0.722222222222222	0.8125	0.767361111111111	0.205386321195144	0.0024270738374448
Up	Slc26a11	41749	0.464285714285713	0.411764705882353	0.438025210084033	0.277777777777778	0.1875	0.232638888888889	-0.205386321195144	0.00242707383744484
